Straftat;Kanton;Ausführungsgrad;Aufklärungsgrad;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Appenzell Innerrhoden;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Appenzell Innerrhoden;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Appenzell Innerrhoden;Versucht;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);St. Gallen;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);St. Gallen;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);St. Gallen;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);St. Gallen;Versucht;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Graubünden;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Graubünden;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Graubünden;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Graubünden;Versucht;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Thurgau;Vollendet;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Thurgau;Vollendet;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Thurgau;Versucht;Unaufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Anwerbung, Ausbildung und Reisen im Hinblick auf eine terroristische Straftat (Art. 260sexies);Thurgau;Versucht;Aufgeklärt;*;*;*;*;*;*;*;*;*;*;*;*;0;0
Arglistige Vermögensschädigung (Art. 151);Zürich;Vollendet;Unaufgeklärt;2;3;0;6;2;2;2;5;3;28;14;6;13;11
Arglistige Vermögensschädigung (Art. 151);Zürich;Vollendet;Aufgeklärt;1;7;9;4;3;6;8;7;9;6;4;3;7;4
Arglistige Vermögensschädigung (Art. 151);Zürich;Versucht;Unaufgeklärt;3;2;0;1;0;0;0;4;2;2;2;14;1;3
Arglistige Vermögensschädigung (Art. 151);Zürich;Versucht;Aufgeklärt;0;0;0;1;0;0;5;2;0;0;0;2;1;1
Arglistige Vermögensschädigung (Art. 151);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Arglistige Vermögensschädigung (Art. 151);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);St. Gallen;Vollendet;Unaufgeklärt;2;0;0;0;0;4;0;1;0;2;1;0;1;0
Arglistige Vermögensschädigung (Art. 151);St. Gallen;Vollendet;Aufgeklärt;2;2;0;1;3;0;1;1;0;2;3;3;1;3
Arglistige Vermögensschädigung (Art. 151);St. Gallen;Versucht;Unaufgeklärt;0;5;0;0;0;0;0;0;0;0;0;0;1;0
Arglistige Vermögensschädigung (Art. 151);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Arglistige Vermögensschädigung (Art. 151);Graubünden;Vollendet;Aufgeklärt;0;1;0;0;0;0;0;0;0;1;0;0;1;0
Arglistige Vermögensschädigung (Art. 151);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;1;1;1;1;0;0;1;1;2
Arglistige Vermögensschädigung (Art. 151);Thurgau;Vollendet;Aufgeklärt;0;2;1;0;1;1;0;0;1;0;0;0;1;0
Arglistige Vermögensschädigung (Art. 151);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arglistige Vermögensschädigung (Art. 151);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aufforderung und Verleitung zur Verletzung militärischer Dienstpflichten (Art. 276);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausländische Unternehmungen/Bestrebungen gegen die Sicherheit der Schweiz (Art. 266bis);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Zürich;Vollendet;Unaufgeklärt;0;1;1;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Zürich;Vollendet;Aufgeklärt;0;1;2;1;3;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützen der Kenntnis vertraulicher Tatsachen (Art. 161);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;;;;;;;;;
Ausnützung der Notlage (Art. 193);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Zürich;Vollendet;Aufgeklärt;6;8;5;6;5;6;4;4;5;2;3;2;22;2
Ausnützung der Notlage (Art. 193);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Zürich;Versucht;Aufgeklärt;0;0;3;1;0;0;1;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);St. Gallen;Vollendet;Unaufgeklärt;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);St. Gallen;Vollendet;Aufgeklärt;0;2;1;0;1;0;1;0;0;1;0;0;2;0
Ausnützung der Notlage (Art. 193);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);St. Gallen;Versucht;Aufgeklärt;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Graubünden;Vollendet;Aufgeklärt;0;3;0;0;0;1;0;0;0;0;0;1;0;0
Ausnützung der Notlage (Art. 193);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Thurgau;Vollendet;Unaufgeklärt;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Thurgau;Vollendet;Aufgeklärt;0;1;0;0;2;1;1;0;0;0;0;2;0;0
Ausnützung der Notlage (Art. 193);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ausnützung der Notlage (Art. 193);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Zürich;Vollendet;Unaufgeklärt;0;0;1;0;0;0;0;1;0;1;0;0;1;0
Aussetzung (Art. 127);Zürich;Vollendet;Aufgeklärt;2;1;0;1;4;3;1;1;1;2;4;4;2;1
Aussetzung (Art. 127);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);St. Gallen;Vollendet;Aufgeklärt;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Aussetzung (Art. 127);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);St. Gallen;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Aussetzung (Art. 127);Graubünden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Graubünden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Graubünden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Graubünden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Thurgau;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Thurgau;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Thurgau;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aussetzung (Art. 127);Thurgau;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Zürich;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Zürich;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Zürich;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Zürich;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;1;0;2;0
Befreiung von Gefangenen (Art. 310);Appenzell Ausserrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Appenzell Ausserrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Appenzell Ausserrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Appenzell Ausserrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Appenzell Innerrhoden;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Appenzell Innerrhoden;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Appenzell Innerrhoden;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);Appenzell Innerrhoden;Versucht;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);St. Gallen;Vollendet;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);St. Gallen;Vollendet;Aufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);St. Gallen;Versucht;Unaufgeklärt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Befreiung von Gefangenen (Art. 310);St. Gallen;Versucht;Aufgeklärt;0;1;0;0;0;0;0;0;0;0;0;0;0;0
